1245
(100118436, 100118446)
(100118436, 1279864316)
(100118436, 1279864319)
(100118437, 112686789)
(100118437, 114308210)
(100118437, 1224758699)
(100118437, 1224758731)
(100118437, 1277620309)
(100118442, 100118446)
(100118442, 100118454)
(100118442, 1224758703)
(100118446, 100118442)
(100118446, 100118454)
(100118446, 1279864316)
(100118450, 100118454)
(100118450, 100118457)
(100118450, 111467284)
(100118454, 100118442)
(100118454, 100118446)
(100118454, 100118450)
(100118457, 111467284)
(100118459, 100118450)
(100118737, 285908638)
(1043000780, 25632425)
(1092997347, 112594210)
(1092997347, 126597343)
(1097379489, 128655628)
(1097379489, 128657097)
(1097379493, 415398836)
(1097379540, 1097379489)
(1097379540, 1097379639)
(1097379603, 1097379540)
(1097379607, 1097379489)
(1097379622, 1097379603)
(1097379634, 1097379493)
(1097379639, 1103500473)
(1097394501, 1097394745)
(1097394611, 1097394501)
(1097394745, 114314002)
(1103500473, 1097379607)
(1103500473, 1103952886)
(1103500531, 128655634)
(1103952820, 1097394501)
(1103952841, 1103952948)
(1103952841, 114314002)
(1103952886, 1103500473)
(1103952886, 114310261)
(1103952920, 1103952841)
(1103952948, 1103952841)
(1103952948, 114310449)
(1105950420, 431647264)
(1105954942, 429544634)
(1105955001, 428215354)
(1106006309, 299579036)
(1106006309, 410190901)
(1106228175, 125384237)
(1108123561, 122525425)
(1108123561, 311886643)
(1108247114, 125384242)
(1108247114, 314028345)
(1108247114, 314074712)
(1110673556, 128677718)
(1110673556, 138216828)
(1110698273, 353286182)
(1110698273, 475392102)
(111428018, 1264279356)
(111428018, 1294005343)
(111428018, 311886808)
(111428023, 311886808)
(111429620, 111439225)
(111429620, 311886933)
(111439225, 111429620)
(111439225, 497991253)
(111448463, 1296455203)
(111448463, 285908607)
(111449497, 479292807)
(111451063, 479512743)
(111455340, 1296455177)
(111459775, 111459780)
(111459780, 1280038245)
(111467278, 111467280)
(111467278, 1280038247)
(111467280, 111467278)
(111467280, 111467281)
(111467280, 111467284)
(111467280, 1224758714)
(111467281, 100118450)
(111467281, 111467280)
(111467281, 111467284)
(111467284, 100118459)
(111467284, 111467281)
(111481563, 1277647420)
(111481563, 476019044)
(111486035, 111467280)
(111505998, 111428018)
(111506652, 111619645)
(111506652, 111631898)
(111506652, 1236467498)
